id,name,neighbourhood_group_cleansed,neighbourhood_cleansed,room_type,price_num,availability_365,reviews_per_month,number_of_reviews,ghost_prob
1130990210853399600,Modern Manhattan Room | Fast Wi-Fi + Quiet Space,Manhattan,Harlem,Private room,68,337,0.07,1,0.2834012859258971
13024560,King Size Bed apt in a quiet building in Astoria,Queens,Astoria,Entire home/apt,150,152,0.04,1,0.28309727821154157
1450044654911841500,Lovely Large Bedroom in Harlem,Manhattan,Harlem,Private room,65,326,0.81,1,0.282863440679697
897089711642898800,Vintage Theme Apt! - JMZ Train,Brooklyn,Bedford-Stuyvesant,Private room,40,245,0.07,1,0.2828633510183409
634696594171846100,LOVELY STUDIO WITH W/D,Manhattan,Midtown,Entire home/apt,264,270,0.2,1,0.28286056680629196
1308042821496837400,626 10th avenue JR 1 bed,Manhattan,Hell's Kitchen,Entire home/apt,115,345,0.19,1,0.2826053994221075
1429150932363030800,Top-Floor Oasis & Rooftop,Brooklyn,Bedford-Stuyvesant,Entire home/apt,109,81,0.86,1,0.28259659152472527
850000058467889800,Luxury Sky 1Bedroom JFK/LGA NYC,Queens,South Ozone Park,Entire home/apt,190,365,0.03,1,0.2825611193185938
1512985938232949800,1st floor Semi deluxe private Room # SD1,Brooklyn,Flatlands,Private room,66,342,1,1,0.2825401499005267
1344630370175255300,Stylish Top-Floor Chelsea Apt | Mid-Century Design,Manhattan,Chelsea,Entire home/apt,300,315,0.24,1,0.2824802962047886
1263984426933497900,The Zen Room: Find Your Focus,Manhattan,Harlem,Private room,100,90,0.16,1,0.28243791771719273
1477781644622609700,* GORGEoUS* Lower Manhattan 2BR 1BA Temp Housing,Manhattan,Two Bridges,Entire home/apt,134,270,1,1,0.28233394184964855
824061685139152800,Furnished 2 Bedroom Apartment Midtown West NYC,Manhattan,Hell's Kitchen,Entire home/apt,134,361,0.08,1,0.28228491095951874
1371041060074320400,"Super Clean Apart up to 5 | Times Square, Broadway",Manhattan,Hell's Kitchen,Entire home/apt,229,303,0.14,1,0.28226692320164404
1079055928537511e3,"The Office, the perfect Gem!",Queens,Queens Village,Entire home/apt,150,331,0.05,1,0.28219102723698697
1340814926754562800,Modern Male Shared room | Laundry + Fast Wi-Fi,Brooklyn,Bushwick,Shared room,35,364,1,1,0.2820880641672595
49152970,Simple,Manhattan,Washington Heights,Private room,63,363,0.02,1,0.2820618689392277
1042766424368368600,East New York Urban Escape,Brooklyn,East New York,Entire home/apt,81,334,0.32,1,0.2820087971923223
1368887712871369700,NYC 3 Bedroom Apt,Manhattan,Midtown,Entire home/apt,248,362,0.35,1,0.2817393978348919
53676430,Luscious & peaceful private room in Hell’s Kitchen,Manhattan,Hell's Kitchen,Private room,180,321,0.38,1,0.2817184808723854
49057864,Comfortable and quiet furnished room,Manhattan,Washington Heights,Private room,65,365,0.02,1,0.28167501262502015
2794584,One Bedroom Apartment with beautiful Garden view.,Brooklyn,Bedford-Stuyvesant,Entire home/apt,103,336,0.02,1,0.28160278464610883
904276013705839100,Cute Room in Sunny Apartment,Brooklyn,Bedford-Stuyvesant,Private room,67,186,0.04,1,0.2814588067221832
1475561479697443800,Spacious bright large bedroom,Brooklyn,Bedford-Stuyvesant,Private room,65,337,0.46,1,0.2812074000945332
883193158224666400,Bronx Hot spot apartment!,Bronx,Tremont,Entire home/apt,73,2,0.07,1,0.2811395907111741
852309506287905200,2 BR~1.5 Bath ~SAINT MARKS ~ NYU,Manhattan,East Village,Entire home/apt,152,350,0.12,1,0.2811329495612545
1190003667888458e3,Magic at the Castle,Bronx,Throgs Neck,Private room,76,325,0.08,1,0.2809545311180797
1371405170880782800,Cozy Studio Midtown East,Manhattan,Midtown,Entire home/apt,150,152,0.2,1,0.28093843234181615
905636887650555900,Cozy Room w/ Private Backyard,Brooklyn,Bedford-Stuyvesant,Private room,67,156,0.04,1,0.28093533564035
673832833253700100,Lovely Rental Studio- luxurious Building,Manhattan,Midtown,Entire home/apt,256,270,0.04,1,0.28089574600604883
53836288,"Doorman, Newly Renovated Apt ~ Work & Study",Manhattan,Midtown,Entire home/apt,230,64,0.1,1,0.2808659825488732
1151571133343534300,"UWS NYC Room | Backyard, Rooftop, Gym, Workspace",Manhattan,Upper West Side,Private room,102,242,0.08,1,0.2807628526011915
1105988778554598500,HOT DEAL! Charming Private Bedroom in Williamsburg,Brooklyn,Williamsburg,Private room,81,324,0.06,1,0.2806331826861064
740362442397130100,Large Room in 3 bedroom Duplex/Bushwick!,Brooklyn,Bushwick,Private room,46,185,0.03,1,0.2804949899598681
43803118,Huge Double Room by Brighton Beach Next to Subway,Brooklyn,Brighton Beach,Private room,62,266,0.02,1,0.28037130433803886
1282656672679723e3,Wall St Furnished 2BR w/ In-unit Washer & Dryer,Manhattan,Financial District,Entire home/apt,204,239,0.2,1,0.2802861077357776
1090741182977771e3,Apartment in great location minutes from the city,Queens,Long Island City,Entire home/apt,138,257,0.24,1,0.2802122683859813
43163750,25th floor Tower Apartment.,Manhattan,Washington Heights,Private room,68,365,0.02,1,0.2801521706772107
1045577206367237200,Fully Renovated Gem Midtown East,Manhattan,Midtown,Entire home/apt,250,260,0.05,1,0.28004252777700317
1376423530201006300,Prime 1BR in Chelsea,Manhattan,Chelsea,Entire home/apt,150,154,0.18,1,0.2800125159527944
908054237296564e3,Stylish Midtown Manhattan Studio,Manhattan,Chelsea,Private room,96,195,0.45,1,0.28000278601679
984670477924074e3,Comfy Bedroom,Brooklyn,Bedford-Stuyvesant,Private room,57,262,0.25,1,0.27995454260737834
31533518,Clean & Modern 1-BR Apt in the heart of Manhattan,Manhattan,Lower East Side,Entire home/apt,250,83,0.01,1,0.27987804379715775
1456746280750115300,One Bed in Two-Bed Room - Manhattan,Manhattan,Upper West Side,Shared room,34,345,0.48,1,0.2797412800031139
717989014406445800,2 Bedrooms in Heart of NYC by Central Park,Manhattan,Midtown,Entire home/apt,237,337,0.03,1,0.27970647903407114
1244129048202280700,Private Room in Prime Williamsburg,Brooklyn,Williamsburg,Private room,114,141,0.16,1,0.2796593903833267
827438472468771600,Amazing 1 Bedroom Apt near Central Park,Manhattan,East Harlem,Entire home/apt,110,336,1,1,0.27961228026733054
1155863337820219100,Charming Brownstone Apartment,Brooklyn,Fort Greene,Entire home/apt,160,321,0.28,1,0.279549294614012
1028809650440492500,"Blueground | Lenox Hill, gym, close to moma",Manhattan,Upper East Side,Entire home/apt,381,216,0.1,2,0.27949885014352294
1062633589528383700,Prime 2BR 1.5BA by Bryant Park with laundry,Manhattan,Murray Hill,Entire home/apt,160,243,0.12,1,0.27949048697041273
1496582299107487700,Private Master Suite w/ Private Bath near LGA&JFK,Queens,Flushing,Private room,89,75,1,1,0.2794575619016968
564924380211338600,"1 bedroom rental, large backyard with fire pit.",Brooklyn,Bedford-Stuyvesant,Private room,75,364,0.03,1,0.2792406354241163
753574482609407900,City Getaway.,Queens,East Elmhurst,Private room,108,364,0.04,1,0.2791779944346041
1471024937175352800,Large Bedroom/private bathroom,Manhattan,Harlem,Private room,82,364,1,1,0.27900848676325085
1424202994188979e3,Waterview Apartment,Manhattan,Roosevelt Island,Entire home/apt,212,108,1,1,0.27896199531607435
978911600123510900,Charming Union Square Apartment with Doorman,Manhattan,Gramercy,Entire home/apt,261,249,0.08,1,0.27863480623344467
1279234564318920200,Bright & modern 2bd 2ba apt,Brooklyn,Greenpoint,Entire home/apt,240,343,0.21,1,0.27862292655809834
1436560721702881e3,Urban Oasis: The Brooklyn Blue,Brooklyn,Canarsie,Entire home/apt,115,302,0.54,1,0.2786212268494016
1460880304014029e3,Times Square Tiny Shared Bath Private Studio #5402,Manhattan,Hell's Kitchen,Entire home/apt,61,73,0.45,1,0.27857375957635744
39302944,Home away from home,Queens,Laurelton,Entire home/apt,119,238,0.31,1,0.2784817399679215
1223011626105182700,Spacious 2BR loft in the center of Chelsea,Manhattan,Chelsea,Entire home/apt,233,363,0.25,1,0.2784154697795474
1166030843706237700,Penthouse paradise in Brooklyn!,Brooklyn,Downtown Brooklyn,Private room,165,89,0.06,1,0.278400940555859
1076991778701346e3,Stylish Stay in Manhattan | Steps to Everything,Manhattan,Harlem,Private room,72,331,0.06,1,0.278338060899574
47356141,"Entire 1 BR Home- Bright, Colorful, Sunny, Central",Manhattan,East Village,Private room,133,267,0.04,1,0.27833181769052945
1274826163511556e3,Renovated 1BR w/ Spa Shower,Queens,Jamaica,Entire home/apt,111,333,0.1,1,0.278286509682789
1183999126103314400,Apartment in a private house Brighton Beach.,Brooklyn,Brighton Beach,Entire home/apt,94,179,0.91,1,0.2781292304782817
1116245822770307600,Ardent Space: Flushing Room 2,Queens,Flushing,Private room,61,215,0.07,1,0.2780407819976096
1329156079736899300,407 West 51st Studio,Manhattan,Hell's Kitchen,Entire home/apt,108,166,0.12,1,0.27797472817371865
631940481660435100,LARGE Comfy Apt~Doorman~Elevator~Work from Home,Manhattan,Midtown,Entire home/apt,200,345,0.14,1,0.2779712463755179
1289278904502725e3,Cozy Near Columbia,Manhattan,Harlem,Private room,54,159,0.14,1,0.27792735798106444
1268814871935282200,Spacious studio in Brooklyn!,Brooklyn,Bedford-Stuyvesant,Entire home/apt,106,268,0.09,1,0.2778577638394194
41911675,PRIME SOHO Apt!,Manhattan,Nolita,Entire home/apt,294,357,0.94,1,0.2776987918470749
796995020441290600,Chic Brownstone Stay in the Heart of Brooklyn,Brooklyn,Bedford-Stuyvesant,Private room,52,336,0.04,1,0.27767947336353366
1351535101914002400,Pleasant Studio in the Elite Upper East Side.,Manhattan,Upper East Side,Entire home/apt,200,305,0.19,1,0.27765627969938667
721954345991118e3,Lovely 2 bedroom condo in the heart of Soho/Nolita,Manhattan,Nolita,Entire home/apt,226,241,0.47,1,0.27760087540889694
81739,Loft w/ Terrace @ Box House Hotel,Brooklyn,Greenpoint,Private room,513,28,0.01,2,0.2774973513711178
1285665525322635500,One Bedroom near JFK Airport!,Queens,Ozone Park,Entire home/apt,101,286,0.22,1,0.2774482542837139
1174943992395900700,Master Bedroom in NYC,Manhattan,East Harlem,Private room,65,365,0.12,1,0.27738148954624037
36354114,Spacious Two-Story Apartment with Private Backyard,Brooklyn,Park Slope,Entire home/apt,175,120,0.49,1,0.27737566080329945
51889016,"Cozy room@Queens! Same area W/Target,Costco",Queens,Rego Park,Private room,45,29,0.04,1,0.2773703309989049
701996174585911600,"The Tuscany Powered by LuxUrban, King Comfy Studio",Manhattan,Murray Hill,Private room,900,365,0.08,3,0.27733624919226396
1724731,Luxury apt share/meatpacking/chelse,Manhattan,Chelsea,Entire home/apt,234,179,0.01,1,0.27725274702910824
1470452250082273e3,Stylish 1BR w/ Balcony | Luxe Building in Midtown,Manhattan,Midtown,Entire home/apt,300,220,0.91,1,0.27724610435348424
1374031415107500500,Cosy apt heart of Astoria,Queens,Astoria,Entire home/apt,125,274,0.23,1,0.2770974663287513
1130512636246238700,Private Room Near Subway to Manhattan,Queens,Ridgewood,Private room,53,346,0.06,1,0.27703266599809673
14204255518199e5,Sunset Park Studio,Brooklyn,Sunset Park,Private room,62,299,0.34,1,0.2769855639672936
1353697451883226600,Classic Private Room #1112 B,Manhattan,Gramercy,Private room,72,138,0.24,1,0.2769512740947668
828516904142959200,155 Central Avenue#3B,Brooklyn,Bushwick,Private room,52,120,0.03,1,0.2768776934950516
1040000537821867800,Midtown Manhattan Room,Manhattan,Hell's Kitchen,Private room,81,241,0.07,1,0.2768085799637513
1247783381136543e3,Luxury Room in Heritage House,Manhattan,East Harlem,Private room,68,308,0.91,1,0.27654123745573844
1212435254401889500,Artsy Historic Park Slope,Brooklyn,Park Slope,Entire home/apt,178,358,0.21,1,0.2765237180179775
976723458918378900,Brownstone Parlor Floor Apt,Brooklyn,Carroll Gardens,Entire home/apt,135,262,0.31,1,0.2765216789397786
615180685247297200,Vintage Designed Apartment! - JMZ Train,Brooklyn,Bushwick,Private room,39,0,0.04,1,0.27641622606993993
1194365050158760400,Coastal King Bed Retreat,Queens,Bayswater,Private room,70,302,0.13,1,0.27640087944458264
1495912970301324500,Huge room in Washington Heights,Manhattan,Washington Heights,Private room,50,352,0.88,1,0.2762517692928249
1352270154860885e3,1 Bedroom Apt In East Village,Manhattan,East Village,Entire home/apt,160,306,0.16,1,0.27617727668990033
979673238990239200,KQueens Woodside Share House.,Queens,Woodside,Private room,30,32,0.07,1,0.27612081928061794
1424254064992043e3,Lovely Bedroom in Manhattan,Manhattan,Harlem,Private room,65,336,0.38,1,0.2761025570940477
1307436337927204e3,Sunny one bedroom apartment,Queens,Bayside,Entire home/apt,120,364,0.14,1,0.2760993320548602
1343570730829767400,Cozy Private Bedroom in Manhattan,Manhattan,East Harlem,Private room,68,218,0.16,1,0.27605962516822613
1213757375894958300,Bergen Place by Rove Triplex with Deck & Garden,Brooklyn,Boerum Hill,Entire home/apt,742,305,0.15,2,0.27603319830255674
1049318056495875300,Comfy Bedroom in Apartment Share/JMZ Subway!,Brooklyn,Bedford-Stuyvesant,Private room,44,211,0.07,1,0.27600309121901556
1178933042306831400,Luxury chic  1 bedroom,Manhattan,Financial District,Entire home/apt,339,365,0.07,1,0.27596543380813116
560241529792006400,Luxury Fully Furnished SoHo Duplex,Manhattan,SoHo,Private room,201,89,0.04,1,0.27587978581790523
1357574158630690600,Sunny and quiet 3rd Floor 1-BR,Brooklyn,South Slope,Entire home/apt,155,223,0.48,1,0.2758599603256121
824789430249331700,Cozy Studio Near Central Park!,Manhattan,Upper East Side,Entire home/apt,101,305,0.06,1,0.2758590810730557
1116693554594421800,Cozy Room in Trendy Williamsburg Area,Brooklyn,Williamsburg,Private room,75,325,0.29,1,0.2757624130873172
43862488,"Total FIVE line(7,E,F,M,R) stop this station.",Queens,Woodside,Private room,30,42,0.03,1,0.2755781922223566
1425706431109504300,Village guests Room A,Queens,Queens Village,Private room,100,296,0.27,1,0.27541520172014256
1480002,Huge rm in 1500sq ft loft w/lots,Manhattan,Lower East Side,Private room,100,365,0.01,1,0.27540441831204815
1172532404226920700,Private Room in Trendy Brooklyn Spot,Brooklyn,Bedford-Stuyvesant,Private room,55,239,0.08,1,0.27539536184965147
47766113,Satvic,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,79,223,0.02,1,0.2753692421386992
1088448586790398600,Cute Room in Chelsea Apartment,Manhattan,Chelsea,Private room,80,365,0.08,1,0.2751842487376474
26499746,Grand Apartment UWS,Manhattan,Upper West Side,Entire home/apt,140,303,0.41,1,0.27516262612610104
932597060367349100,Comfy Bedroom Hells Kitchen,Manhattan,Hell's Kitchen,Private room,101,364,0.04,1,0.27509673558147785
1311851965025083600,Queen Pvt. Room 40 minutes - NYC,Queens,Ozone Park,Private room,59,274,0.12,1,0.27494649297590745
1394771455100377300,FiDi 1 BR w/ Office by Anyplace - 11687,Manhattan,Financial District,Entire home/apt,239,303,0.3,1,0.2749443348143353
30388079,"Blueground | UWS, gym, nr central park",Manhattan,Upper West Side,Entire home/apt,302,266,0.04,2,0.2749143406652816
45894474,Amazing Room Renovation 2020,Brooklyn,Bedford-Stuyvesant,Private room,57,337,1,1,0.27489512665153776
14168184384301e5,Vibrant Room In Brooklyn,Brooklyn,Prospect-Lefferts Gardens,Private room,48,355,0.38,1,0.2748539918713402
1125534910147318900,"Peaceful, roomy apartment",Manhattan,Harlem,Entire home/apt,95,119,0.06,1,0.27476236922693836
787169234885074200,Beautiful apt in midtown east! (49),Manhattan,Midtown,Entire home/apt,121,364,0.03,1,0.27471475146064234
1476729835638691800,HOT OFFER! Bright Female Shared Room in Bushwick,Brooklyn,Bushwick,Shared room,35,362,0.86,1,0.2746871893107713
1010199392593288300,Unique Concept Coliving Room,Manhattan,Harlem,Private room,59,252,0.19,1,0.2745541146885328
766811967495913600,Spacious Cozy Comfortable Private Room,Brooklyn,Williamsburg,Private room,76,325,0.03,1,0.27434462548328076
1434869845260920600,Come Stay Downtown Brooklyn,Brooklyn,Carroll Gardens,Entire home/apt,157,161,0.91,1,0.27382118774681086
987735186033425400,Renovated Bathroom 5min to 74st Express subway,Queens,Jackson Heights,Private room,30,31,0.17,1,0.273814000113181
837108131763380400,Renovated 1BD Apt in the Heart of Midtown NYC,Manhattan,Kips Bay,Entire home/apt,155,334,1,1,0.27379341115479383
1317760474411072e3,Bedroom 20 Minutes to Manhattan 3,Queens,Woodside,Private room,50,365,0.12,1,0.2737698400589457
131777164270491e4,Bedroom 20 Minutes to Manhattan 1,Queens,Woodside,Private room,50,365,0.15,1,0.2737698400589457
1330023315471418400,Bedroom 20 Minutes to Manhattan 2,Queens,Woodside,Private room,50,365,0.67,1,0.2737698400589457
1331358422902709500,Bedroom 20 Minutes to Manhattan 4,Queens,Woodside,Private room,50,365,0.63,1,0.2737698400589457
1365681782045610500,Private NYC Bedroom,Queens,Woodside,Private room,50,365,0.63,1,0.2737698400589457
1287296794548498200,Female shared-Beautiful private room in Queens,Queens,Ozone Park,Private room,52,150,0.19,1,0.2737002272342216
956719478226718200,"Room in 4BR1BA Manhattan Apt 5min to 135 St (2, 3)",Manhattan,Harlem,Private room,45,315,0.04,1,0.27364611326144594
1398863745748326400,Luxury Central Park apartment,Manhattan,Hell's Kitchen,Entire home/apt,166,113,0.2,1,0.2733991024767967
1.4471011857902239e+18,One bedroom apartment Park Slope (Monthly Rental),Brooklyn,South Slope,Entire home/apt,149,156,0.88,1,0.27337953399683584
1354459722468381e3,Cozy Bright Bedroom by Central Park,Manhattan,East Harlem,Private room,65,349,0.38,1,0.27322743388100423
1384105429196113400,Beautiful Bedroom with Private Bathroom,Manhattan,East Harlem,Private room,65,364,0.25,1,0.27322743388100423
776759187442679700,sunny and cozy apartment,Brooklyn,Williamsburg,Entire home/apt,140,336,0.04,1,0.2731410775920818
30053410,City life by the beach.,Brooklyn,Brighton Beach,Private room,65,363,0.01,1,0.2731049045338991
969588852360266400,Room  10 min from jfk,Queens,Jamaica,Private room,96,365,0.04,1,0.27308609417346935
993539392518088700,Greenpoint Room private bath,Brooklyn,Greenpoint,Private room,82,269,0.05,1,0.27304307966110175
1130668676775343400,"Luxury Studio in Dumbo, Brooklyn",Brooklyn,Downtown Brooklyn,Entire home/apt,208,233,1,1,0.27293576677310705
1283474297986632700,Brand New Suite! Budget Travellers! Free Parking!,Queens,Flushing,Entire home/apt,110,335,0.18,1,0.2727975875381383
4711396,Private in central location,Queens,Astoria,Private room,69,152,0.02,1,0.27252592490581806
1356733246795294e3,Designer NoHo Loft / Prime Location,Manhattan,NoHo,Entire home/apt,450,151,0.32,1,0.27251968302448687
718037328155265200,Split levels - Two full units in Qns Brownstone!,Queens,Ridgewood,Entire home/apt,401,365,0.05,2,0.2724568455958413
54103419,SABA/SGU Medical Student Housing near Brookdale,Brooklyn,East Flatbush,Private room,52,305,0.02,1,0.27229140199869817
1427090173212721400,Modern 1-Bdrm 1 Stop to Midtown,Manhattan,Roosevelt Island,Entire home/apt,187,131,0.28,1,0.2722615288888955
1327003285295294e3,The Heart of the East Village!,Manhattan,East Village,Entire home/apt,206,73,1,1,0.27222811657845764
1348555125455647200,East Village 1BR Front,Manhattan,East Village,Entire home/apt,129,283,1,1,0.2721887740052592
851418937274147100,Save 20% | Spacious 1BR in Astoria 5 Min to Subway,Queens,Astoria,Entire home/apt,126,333,0.31,1,0.2720571879019565
879107190027413900,Downtown Sunny Penthouse,Manhattan,Lower East Side,Entire home/apt,200,336,0.03,1,0.27193863337538393
694207890420253400,Doorman~2 Bedrooms Budget Apt~Elevator~Work & Home,Manhattan,Midtown,Entire home/apt,200,365,0.04,1,0.2719278218442545
834211463376372400,Linden Place I by RoveTravel I | Chic Lenox 3BR,Manhattan,Upper East Side,Entire home/apt,622,284,0.08,2,0.2719177165013143
1261574922893047600,South Harlem Gem,Manhattan,Harlem,Private room,74,179,0.09,1,0.271886940309937
5831012,Spacious bedroom in Oversized Apt.,Manhattan,Upper East Side,Private room,150,64,0.01,1,0.2718481342351238
1064006705607446e3,Cute Superfurnished Studio in Mid-Manhattan [NEW],Manhattan,Hell's Kitchen,Entire home/apt,212,133,0.05,1,0.27184478324672395
1303587397243545e3,Chic East Village 1BR Apt,Manhattan,East Village,Entire home/apt,162,335,0.13,1,0.2718098853218063
1100113903778815400,Rialto PH by Rove Travel | Penthouse Loft w/ Roof,Manhattan,Greenwich Village,Entire home/apt,1159,218,0.11,2,0.27168444247548473
776152317850229100,Ideal Location - Loft @ Heart of Midtown South,Manhattan,Murray Hill,Entire home/apt,143,329,0.4,1,0.271624410848465
1497808809576303e3,Ditmas Park: 7 Bed/3 Shared Bath,Brooklyn,Flatbush,Private room,49,31,0.91,1,0.2716176864519935
1438727517868389400,Cozy Brooklyn Retreat,Brooklyn,Gowanus,Entire home/apt,160,55,0.32,1,0.2714241828432655
1476483145161432300,Sleek Manhattan Pad in Prime Location,Manhattan,Kips Bay,Entire home/apt,206,87,0.88,1,0.2712652806937319
896396385687132500,Sunlit 1BR West Village Oasis with Modern Comforts,Manhattan,West Village,Entire home/apt,250,193,0.04,1,0.2711959775702193
922531986743506e3,Employed/student private room,Manhattan,Washington Heights,Private room,59,216,0.4,1,0.27119070778058485
1473332180744787200,Spacious 1 bedroom + office space in Brooklyn NYC,Brooklyn,Greenpoint,Entire home/apt,195,210,0.91,1,0.2710512269236749
1292797757047068700,Cute 1BD heart of Williamsburg!,Brooklyn,Williamsburg,Entire home/apt,126,349,0.14,1,0.2709012107320831
1439058228202377e3,Cozy room in NYC 6,Brooklyn,Cypress Hills,Private room,40,117,0.58,1,0.27088798611148773
1011321438432483300,Apartment #799: Hell's Kitchen,Manhattan,Hell's Kitchen,Entire home/apt,183,192,0.1,2,0.2708129711908246
824752784171698e3,Heart of NYC Studio! Close to Times Square!,Manhattan,Hell's Kitchen,Entire home/apt,114,312,0.07,1,0.27080214065725927
1.4407127010952161e+18,New Renovated UWS Shared Bath Studio Elevator 214,Manhattan,Upper West Side,Entire home/apt,77,203,1,1,0.2707197991295273
1003605509170725400,Starr Place II by RoveTravel | Cozy 3BR Bushwick,Brooklyn,Bushwick,Entire home/apt,248,328,0.13,2,0.2706044449617873
1296669420470600700,Female Luxury Private Room 40 min to Manhattan,Queens,Ozone Park,Private room,55,344,0.17,1,0.27055704767067157
1109675460093255400,Private Room With Private Bath,Brooklyn,Bedford-Stuyvesant,Private room,124,154,1.67,2,0.2704966379735289
991301559931083e3,Beautiful Private room,Manhattan,Harlem,Private room,43,237,0.06,1,0.2704562231729172
1404587874215570400,Nomad Manor,Manhattan,Midtown,Entire home/apt,248,365,0.32,1,0.2704045369637883
1189119030022037200,New 2BR in Little Italy - SoHo,Manhattan,SoHo,Entire home/apt,189,159,0.07,1,0.2703957553384516
759327196556438400,Cozy Minimalist Midtown Studio,Manhattan,Hell's Kitchen,Entire home/apt,220,357,0.03,1,0.27038213034038444
871703040677169e3,Nice private room Brooklyn,Queens,Ridgewood,Private room,52,364,0.04,1,0.27029257997998274
1015027813525407400,"Blueground | Kips Bay, w/d, nr hospitals",Manhattan,Kips Bay,Entire home/apt,394,176,0.09,2,0.2702677738992932
73606761688914e4,Lovely Bedroom in Ridgewood,Queens,Ridgewood,Private room,52,363,0.07,2,0.2702432803616006
1127829160757909800,Furnished Studio Apt in Upper East Side Manhattan,Manhattan,Upper East Side,Entire home/apt,143,364,0.1,1,0.2701959232629094
602827356114645600,Lovely Bedroom in  Manhattan,Manhattan,Harlem,Private room,64,364,0.03,1,0.27010456864753507
1371948948061538800,Lovely bedroom in Bed-Stuy!,Brooklyn,Bedford-Stuyvesant,Private room,61,336,0.16,1,0.27001806756328617
1116763616207150200,Ft Greene 1 BR Near Steiner Studios/Bklyn Hospital,Brooklyn,Clinton Hill,Entire home/apt,125,275,0.07,1,0.2697837038415598
1476462428040858e3,Trendy NYC Stay Close to It All,Manhattan,Kips Bay,Entire home/apt,178,57,1,1,0.26975914657204625
713214379982079900,Unique Duplex in Queens Brownstone,Queens,Ridgewood,Entire home/apt,433,365,0.05,2,0.269736610492921
46150727,"Outdoor terrace, next to prospect park -#8",Brooklyn,Park Slope,Private room,44,365,0.02,1,0.26962440617923067
1460843882329555200,15mins to Manhattan,Brooklyn,Bedford-Stuyvesant,Private room,54,153,1,1,0.26956300288021245
1135604236237112600,Large 2 Bed in the Heart of NYC,Manhattan,Hell's Kitchen,Entire home/apt,182,263,0.18,1,0.2695372054837471
1178246090045345e3,Tranquil Living in Brooklyn,Brooklyn,Gowanus,Entire home/apt,125,112,0.81,1,0.2693573062278851
1353687071023389700,Classic Private Room #210 A,Manhattan,Hell's Kitchen,Private room,68,146,0.15,1,0.26921614994382587
1470656449270269e3,Bright Penthouse One Bedroom,Queens,Astoria,Entire home/apt,120,286,0.64,1,0.26901866604875085
1069721161305728300,Reduced! Large 1 Bedroom Apt in Hell's Kitchen,Manhattan,Hell's Kitchen,Entire home/apt,215,177,0.06,1,0.2689521335385492
810830041327117200,Prospect Heights Brownstone,Brooklyn,Prospect Heights,Private room,740,362,0.06,2,0.26893925872060653
1506035585095567400,Spacious 2br Apt- 5 mins from LGA+Free parking,Queens,East Elmhurst,Entire home/apt,126,354,1,1,0.2688272754357906
858708323647967500,Great room walk to Times Square,Manhattan,Midtown,Entire home/apt,170,337,0.06,1,0.2687546837149079
48111679,"Prime Williamsburg HDTV Room, AC, Rooftop #127",Brooklyn,Williamsburg,Private room,36,365,0.02,1,0.26874167349348926
28181575,Airy 1BR Loft in Vinegar Hill (Steps to DUMBO!),Brooklyn,Vinegar Hill,Entire home/apt,175,317,0.15,1,0.2686169646742844
856735434937708900,Perfect location in Howard Beach,Queens,Howard Beach,Entire home/apt,128,365,0.04,1,0.2685723635448918
1181435459087247e3,Private Studio Apartment Astoria,Queens,Ditmars Steinway,Entire home/apt,105,89,0.07,1,0.26848568401915257
1341443100146766300,Huge bushwick duplex w/ backyard,Brooklyn,Bushwick,Entire home/apt,269,60,0.49,2,0.26847163746328595
1158049395151674400,Quiet luxury apartment-exceptional skyline view!,Manhattan,Kips Bay,Entire home/apt,220,224,0.47,1,0.2684350474795306
44580169,Studio Bedstuy/Clinton Hill,Brooklyn,Bedford-Stuyvesant,Entire home/apt,87,122,0.02,1,0.2684318533742652
977510333611168900,Penthouse Apartment in Times Square NYC,Manhattan,Theater District,Entire home/apt,361,319,0.09,1,0.26834960256852836
1112413663345413200,UWS Private Room | Near Riverside & Central Parks,Manhattan,Upper West Side,Private room,93,269,0.05,1,0.2682878641604393
1472514160943558100,Casa Powers,Brooklyn,Williamsburg,Entire home/apt,800,360,0.94,2,0.26826805306826074
50877802,Cozy one bedroom next to Central Park,Manhattan,Upper West Side,Entire home/apt,136,190,0.02,1,0.26823642895900196
1028813169737432200,"Blueground | Lenox Hill, elevator, nr art",Manhattan,Upper East Side,Entire home/apt,437,263,0.09,2,0.2681120901867867
560819796143132800,Entire One bedroom Apartment Located in Brooklyn,Brooklyn,Crown Heights,Entire home/apt,99,362,0.02,1,0.26803184942833247
920989843818557800,Furnished room for rent!,Manhattan,Harlem,Private room,86,336,0.04,1,0.267988340574413
1484000041667570200,Large Luxurious Bedroom,Queens,Astoria,Private room,56,346,0.71,1,0.26797893567011966
1085652974861396400,FiDi Studio w/ Office by Anyplace - 11660,Manhattan,Financial District,Entire home/apt,192,184,0.06,1,0.2679465755336477
1189840575806259700,Fabulous apt in NoMad,Manhattan,Chelsea,Entire home/apt,176,58,0.48,1,0.2679235757449536
962939782996570400,Manhattan Private ROOM NYC,Manhattan,Harlem,Private room,59,269,0.05,1,0.2679199789727251
1352586725505349400,3D-Fulton st-Bright & Comfy Stay at Brooklyn,Brooklyn,Bedford-Stuyvesant,Private room,47,345,0.16,1,0.2678669887567303
1442871443313654e3,The Barton – Cozy Renovated Home in Brooklyn (3C),Brooklyn,Bedford-Stuyvesant,Private room,44,365,0.22,1,0.2675082518646942
