id,name,neighbourhood_group_cleansed,neighbourhood_cleansed,room_type,price_num,availability_365,reviews_per_month,number_of_reviews,ghost_prob
702012279693056500,"The Tuscany Powered by LuxUrban Tri, 1 King,1 Twin",Manhattan,Murray Hill,Private room,900,365,0.03,1,0.5886058950203015
1004986421761369900,"4 Family-friendly Units at Radio Hotel, NYC!",Manhattan,Washington Heights,Hotel room,965,238,0.06,1,0.5768331018099149
830964462652326300,"Blueground | West Village, w/d, nr Pier 46",Manhattan,West Village,Entire home/apt,913,358,0.04,1,0.5676695311585223
1006408371449823500,"Blueground | East Village, w/d, nr groceries",Manhattan,East Village,Entire home/apt,348,262,0.05,1,0.5513854139091842
1341539816207467800,Stylish Studio Pair in Bay Ridge,Brooklyn,Fort Hamilton,Entire home/apt,341,64,0.17,1,0.5429757271302987
856256646708066800,"Blueground | East Village, w/d, nr park",Manhattan,East Village,Entire home/apt,268,276,0.04,1,0.529524522219832
42806766,"Blueground | Sutton Place, gym, pool, nr park",Manhattan,Midtown,Entire home/apt,402,277,0.05,1,0.5282351474378862
654402388376149900,"""The Godfather"" Mansion",Staten Island,Todt Hill,Entire home/apt,1598,358,0.03,1,0.522746891857529
1065778832869908e3,"4 Family-friendly Queen Rooms at Radio Hotel, NY!",Manhattan,Washington Heights,Hotel room,983,238,0.07,1,0.5225780319528409
7.5654053621036006e+17,Modern 2 Bedroom Unit (No Kitchen),Bronx,Concourse,Entire home/apt,200,365,0.04,1,0.5203680907254972
1065769971445201300,3 Pet-friendly Queen Rooms at Radio Hotel!,Manhattan,Washington Heights,Hotel room,738,238,0.06,1,0.5141908886310778
1.1969710452869919e+18,"Blueground | LES, elev & w/d, near Essex Market",Manhattan,Lower East Side,Entire home/apt,372,232,0.07,1,0.5070971671329749
655205438300291600,Prime Location Upper Manhattan Furnished Apartment,Manhattan,East Harlem,Entire home/apt,203,365,0.49,1,0.5046641667967282
1523266531284286700,Bright & Spacious UES 1BD Balcony & Rooftop,Manhattan,East Harlem,Entire home/apt,248,364,1,1,0.5037472603897206
1492775520094147800,Chelsea Apartment with Terrace,Manhattan,Chelsea,Entire home/apt,500,365,0.59,1,0.5011104202385328
30393286,"Blueground | Hell's Kitchen, pool, nr Times Sq",Manhattan,Hell's Kitchen,Entire home/apt,389,283,0.1,1,0.49430563511173187
1365812777839379e3,"Blueground | Clinton Hill, pool, gym & AC, nr park",Brooklyn,Clinton Hill,Entire home/apt,255,274,0.13,1,0.49385592479253143
53204406,Jjj,Brooklyn,Flatbush,Entire home/apt,1800,365,0.03,1,0.4922971241547352
700146181833846400,Hidden speakeasy style venue 500sqft Main Room.,Brooklyn,Bedford-Stuyvesant,Private room,601,365,0.04,1,0.49177615636900196
572326237669669e3,"Blueground | Midtown, elevator & doorman, nr shops",Manhattan,Midtown,Entire home/apt,388,205,0.04,1,0.485198482736147
1009556551598403300,Cedar Paradise Vacation Home,Bronx,University Heights,Entire home/apt,120,364,1,1,0.48519356081538867
625794540207537e3,"Blueground | UWS, gym, nr Central Park",Manhattan,Upper West Side,Entire home/apt,322,247,0.03,1,0.4743053896666197
50768601,"Bright Room in Gravesend, terrace, TV#13 (females)",Brooklyn,Gravesend,Private room,60,365,0.07,1,0.4736006244323471
1065762399416234200,"2x Queen Rooms at Radio Hotel, New York!",Manhattan,Washington Heights,Hotel room,492,239,0.07,1,0.47233045334210416
1447141612746247200,"Gramercy 3BR Retreat, Steps to Union Sq & Subway",Manhattan,Gramercy,Entire home/apt,577,365,1,1,0.47204075882452706
49328408,"Blueground | Murray Hill, gym, doorman, pool, roof",Manhattan,Kips Bay,Entire home/apt,305,59,0.19,1,0.4711876369216909
1381874709122175e3,"Bright bedroom, with 2 closets and windows #763",Brooklyn,Flatbush,Private room,45,336,0.14,1,0.47072531076010776
1462943416584238600,Spacious 6 Rms - Families & Groups - 15 min City,Queens,Astoria,Entire home/apt,1582,339,1,1,0.47010867209400015
48011354,Master Room w Private Bathroom-15 min to NYC,Queens,Astoria,Private room,186,251,0.04,1,0.469938444026189
1399443018137829600,Cozy 4Bed2Bath With Washer/Dryer,Brooklyn,Crown Heights,Entire home/apt,173,345,1,1,0.4672445418605922
1205042267607787e3,"Rooftop, AC, Washer/dryer, 14min to Manhattan #746",Brooklyn,Bushwick,Private room,52,302,0.08,1,0.4631433554609334
832116320078489600,Spacious room near train station,Queens,Long Island City,Private room,250,365,0.03,1,0.4625103948429109
746896926309492600,"HUGE Bushwick Apt, HDTV, 21 min to Manhattan #417",Brooklyn,Bedford-Stuyvesant,Private room,47,305,0.07,1,0.46126272441457333
1128128092901401500,Private BathRoom! Close to Target,Queens,Elmhurst,Private room,66,45,0.24,1,0.45964645209245764
52705960,Kings Land!,Brooklyn,Flatbush,Private room,721,365,0.02,1,0.45797777794199546
700088418861059e3,Hidden speakeasy style event venue 1st floor,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1002,365,0.03,1,0.4570006943194698
1112291569465739300,Hamilton by Rove Travel | 4BR TH w/ Outdoor Spaces,Manhattan,Harlem,Entire home/apt,717,365,0.07,1,0.4567959028180659
1026759746975641500,St. Regis 1 King BR Suite,Manhattan,Midtown,Private room,1530,125,0.06,1,0.4566566816627557
1447081733479401200,Boho Studio~UWS~Central Park,Manhattan,Upper West Side,Entire home/apt,211,327,0.48,1,0.455829248222283
553429976605273300,Hudson Yards Prime Location Furnished Rental,Manhattan,Hell's Kitchen,Entire home/apt,250,257,0.02,1,0.4541468193919073
1318091951273982700,"Blueground | Chelsea, gym, garden, rooftop",Manhattan,Chelsea,Entire home/apt,331,322,0.35,1,0.45330875903330375
42761887,400sqft HUGEroom  2min expresstrain & 1min LIRR,Queens,Woodside,Private room,40,32,0.02,1,0.45253824453512087
824505288280530200,"Huge Duplex Apt, HDTV, 21 min to Manhattan #416",Brooklyn,Bedford-Stuyvesant,Private room,42,365,0.07,1,0.45252103712034875
968138190116958700,Lux Oasis in the Heart of Bklyn,Brooklyn,Cypress Hills,Entire home/apt,251,309,0.04,1,0.4522144277287144
1292855173673167600,102-1A Best Value 2BR Apt Near Central Park,Manhattan,East Harlem,Entire home/apt,210,286,0.26,1,0.4498056401232259
48083343,Bushwick Room by Irving Square Park - 2 Bath #136,Brooklyn,Bushwick,Private room,82,274,0.02,1,0.448656296722835
53408117,"Blueground | LIC, gym & pool, nr East River",Queens,Long Island City,Entire home/apt,241,306,0.03,1,0.44813156482186206
48463899,Good location 4min from subway 7 Line,Queens,Jackson Heights,Private room,40,60,0.88,1,0.44804646111499186
645315165254782700,"Blueground | Kips Bay, w/d, nr river & 6 train",Manhattan,Kips Bay,Entire home/apt,251,114,0.08,1,0.4475858275430203
34593055,"Blueground | Upper W. Side, w/d, nr central park",Manhattan,Upper West Side,Entire home/apt,423,169,0.02,1,0.4470362351930778
41373193,2BR Penthouse Apt w/ Private Terrace,Manhattan,Midtown,Entire home/apt,1879,282,0.04,1,0.44667539798415973
30393998,"Blueground | Midtown, nr Broadway, indoor pool",Manhattan,Theater District,Entire home/apt,365,33,0.02,1,0.446394366682941
824002783527215500,Furnished 2 Bedroom Apartment in Lennox Hill,Manhattan,Upper East Side,Entire home/apt,139,361,0.05,1,0.4460841033462211
49475002,"Blueground | UES, elevator, gym, coworking spaces",Manhattan,Upper East Side,Entire home/apt,404,155,0.02,1,0.4446444088407795
853462912641913600,"Bushwick Room, Laundry, 19 mins to Manhattan #496",Queens,Ridgewood,Private room,41,365,0.2,1,0.4438311751797039
1074798354467358200,Modern NYC 3 BR • 15 Min City,Queens,Astoria,Entire home/apt,978,199,0.16,1,0.44249042089407137
1065758362601303700,"Best Value, Quality Stay! Near Wave Hill",Manhattan,Washington Heights,Hotel room,246,242,0.05,1,0.4411269651209213
964807066491586400,"HDTV, Dishwasher,AC, laundry, private terrace #586",Brooklyn,Prospect-Lefferts Gardens,Private room,44,271,0.11,1,0.4411164120836963
1023168045825060900,73-1204 New Studio UWS Doorman Gym,Manhattan,Upper West Side,Entire home/apt,274,282,0.1,1,0.44051095089639464
608065350562145500,Astoria best town in Queens :Newly Renovated Apt,Queens,Astoria,Private room,50,56,0.03,1,0.4398652219077727
1353687234944525e3,Practical Private Room #215 A,Manhattan,Hell's Kitchen,Private room,88,92,0.28,1,0.4395804527687914
805601743909177600,"Blueground | UES, elevator & gym, nr Central Park",Manhattan,East Harlem,Entire home/apt,364,315,0.04,1,0.43897665463218954
41257755,"Blueground | Midtown W, gym, pool, w/d",Manhattan,Hell's Kitchen,Entire home/apt,453,352,0.05,1,0.4378419968916315
1215284534623966200,History home on Snug Harbor Park,Staten Island,Randall Manor,Entire home/apt,256,131,0.08,1,0.4365947801141816
24137869,Deluxe  Garden w.Jacuzzi,Manhattan,Harlem,Private room,423,348,0.06,1,0.43658774030779646
1004095772865729500,"Blueground | Midtown E, elevator & building w/d",Manhattan,Midtown,Entire home/apt,291,57,0.35,1,0.43612006148300303
814741679869275300,Comfortable and Cozy,Manhattan,Morningside Heights,Private room,149,365,0.03,1,0.4356680682594246
806496948572480100,69-3A Newly Furnished 1BR Prime Lower East Side Br,Manhattan,Lower East Side,Entire home/apt,237,341,0.07,1,0.43463305169236394
1385662629263667500,Cozy Private Room,Manhattan,East Harlem,Private room,86,337,0.21,1,0.4346273858301246
1497053079901092400,Roomrs - Prime location 2BR,Manhattan,Kips Bay,Entire home/apt,172,318,1,1,0.4344079577447355
623725303372467700,"Terrace, Washer & dryer, Prospect Park, Room #336",Brooklyn,Prospect-Lefferts Gardens,Private room,85,365,0.3,1,0.43410934686826635
823957834958768e3,Midtown West 2 Bedroom Furnished Apartment Rental,Manhattan,Hell's Kitchen,Entire home/apt,199,117,0.04,1,0.4332739304387882
41425624,"Hotel 48 Lex, The Avenue Penthouse",Manhattan,Midtown,Private room,1571,40,0.02,1,0.43253128537955715
659997673906063400,MyFreedom Apt,Brooklyn,East New York,Entire home/apt,85,362,0.03,1,0.4312017799949331
1302175472720520200,Cozy 2-Bedroom Apartment,Manhattan,Murray Hill,Entire home/apt,159,365,0.1,1,0.4311140040975106
53812386,Charming Private ROOM | Private Bathroom,Brooklyn,Bedford-Stuyvesant,Private room,68,365,0.07,1,0.43008498862711836
622852689794634e3,"Blueground | East Village, w/d, nr train",Manhattan,East Village,Entire home/apt,404,319,0.03,1,0.42956514471728474
1244147773745269200,Fresh & Airy Room in Heritage H,Manhattan,East Harlem,Private room,68,364,0.09,1,0.4289292979404849
1247799629638271e3,Trendy Room - Heritage H,Manhattan,East Harlem,Private room,68,364,0.08,1,0.4289292979404849
45581282,"One Bedroom in Peaceful Yorkville, Upper East Side",Manhattan,Upper East Side,Entire home/apt,195,350,0.03,1,0.4286124497496298
680442514253235500,Cheerful 1 Bedroom Home With Wi-Fi And Parking,Queens,Laurelton,Private room,126,365,0.03,1,0.4284814600234534
24535218,"Blueground | Tribeca, gym, doorman & roof deck",Manhattan,Tribeca,Entire home/apt,351,125,0.02,1,0.428244271467703
1471098845826422e3,"Beautiful, 1br, renovated, near Central Park",Manhattan,Hell's Kitchen,Entire home/apt,175,298,0.88,1,0.42788986012562585
1184015420727050200,"Blueground | LES, gym & w/d, near Essex Market",Manhattan,Lower East Side,Entire home/apt,523,124,0.21,1,0.42675273300464284
39196417,75-1D  New 1BR prime UES W/D the unit Best Value,Manhattan,Upper East Side,Entire home/apt,244,30,0.03,1,0.42664471804232007
808570671122929200,Big and spacious,Brooklyn,Cypress Hills,Entire home/apt,600,365,0.06,2,0.4252273185213846
30387820,"Blueground | Central Chelsea, balcony & doorman",Manhattan,Chelsea,Entire home/apt,431,155,0.01,1,0.4240838581899099
1297388751512103400,I Love It Here!,Brooklyn,Bushwick,Private room,446,138,0.49,1,0.42295151634176553
40035713,* NEW * Manhattan Sauna Suite,Manhattan,Harlem,Private room,528,348,0.06,1,0.4215616264759065
740430164115683100,75-5D NEW Quality 3BR Duplex W&D Elevator,Manhattan,Upper East Side,Entire home/apt,377,274,0.04,1,0.4212965546606044
768139828018466200,"Large HDTV Room, 3 blocks from Prospect Park #434",Brooklyn,East Flatbush,Private room,45,365,0.06,1,0.42129456035218366
1279662145155503e3,Unique Alchemy Of Comfort And Allure In Midtown,Manhattan,Hell's Kitchen,Private room,437,145,0.68,1,0.4212726743624151
669975220433811100,"Blueground | UWS, gym, playroom & rooftop",Manhattan,Upper West Side,Entire home/apt,344,155,0.03,1,0.4212524108363566
865791593782195800,Home away from home,Brooklyn,Bushwick,Entire home/apt,212,364,0.03,1,0.4209688172822021
823336914508128600,Hudson Yards 4 BR 1 BTH Laundry Dishwasher,Manhattan,Hell's Kitchen,Entire home/apt,308,117,0.04,1,0.42059752599185063
826770129027843700,Comfy NEW Room,Manhattan,Washington Heights,Private room,55,363,0.03,1,0.41945833943323235
788247508204883800,"Blueground | Clinton Hill, gym, pool & w/d",Brooklyn,Clinton Hill,Entire home/apt,206,84,0.04,1,0.41899687924605056
1210072001477755e3,Space in Staten Island,Staten Island,Port Richmond,Private room,201,364,0.07,1,0.4189804888856416
121236015433364e4,Newly Reno Studio UWS Doorman/ Elevator,Manhattan,Upper West Side,Entire home/apt,220,355,0.08,1,0.41887019296642414
692661894540894700,"Prospect Park HDTV Room, Terrace, Laundry, AC #339",Brooklyn,Prospect-Lefferts Gardens,Private room,50,365,0.63,1,0.4179570093464936
1410966626932042800,Rhodes Court by Rove | PH Duplex w/Private Roof,Manhattan,Chelsea,Entire home/apt,1008,328,1,1,0.41771773827980907
1442811990926226400,Berry Loft VI by Rove Travel | Loft w/ Rooftop,Brooklyn,Williamsburg,Entire home/apt,505,248,0.48,1,0.4175331534692256
1303001580814715400,*Special Offer*Luxury Full Floor Chelsea 2BD W/D,Manhattan,Chelsea,Entire home/apt,563,179,0.3,1,0.4168369542018516
1230779489579019e3,Nice location room in Manhattan,Manhattan,East Harlem,Private room,500,364,0.08,1,0.41676034155095926
1404524118266437400,501-2E Gorgeous Upper East Side 2BR W&D,Manhattan,Upper East Side,Entire home/apt,260,346,0.36,1,0.416591879758704
1142697816285277700,"Blueground | Hudson Yards, gym, w/d & sports",Manhattan,Chelsea,Entire home/apt,389,1,0.06,1,0.41619152131406995
36197791,Zen light-filled Brooklyn Duplex,Brooklyn,Bedford-Stuyvesant,Entire home/apt,653,358,0.03,1,0.41566051935310794
30388999,"Blueground | Chelsea, balcony & doorman",Manhattan,Chelsea,Entire home/apt,347,163,0.37,1,0.41560262763077865
692260377076190100,4min walk from 168st Subway station,Manhattan,Washington Heights,Private room,45,42,0.65,1,0.41515540740415596
888340361696224300,91-1D 3BR 2baths Duplex with a Private Backyard,Manhattan,Upper East Side,Entire home/apt,530,216,0.04,1,0.41470208012948095
14213699,"Comfortable, Modern Midtown West One Bedroom",Manhattan,Hell's Kitchen,Entire home/apt,340,329,0.01,1,0.4146673482232265
1003605108747472600,Starr Place I by RoveTravel | 2BR Duplex w/ Patio,Brooklyn,Bushwick,Entire home/apt,280,216,0.13,1,0.41451759302345126
46929299,Private room,Brooklyn,Gravesend,Private room,500,364,0.02,1,0.4139086066830075
648552533965337e3,The Blue Emerald,Manhattan,Midtown,Entire home/apt,290,270,0.03,1,0.41331668763410423
133858763709737e4,Private Room NYC | Walk to Central Park & Subway,Manhattan,East Harlem,Private room,65,365,0.16,1,0.41320012447358007
37361653,Gorgeous & huge City Island Summer Retreat,Bronx,City Island,Entire home/apt,400,60,0.02,1,0.4128674185015643
1319022775863233300,Close to Bedford Ave + Free Breakfast. Gym. Wi-Fi.,Brooklyn,Bedford-Stuyvesant,Private room,483,276,0.3,1,0.4126418147394072
826791045908778800,Bedroom in Cute apt,Manhattan,Washington Heights,Private room,56,363,0.04,1,0.41263432667786276
771499666300242300,"Blueground | Lenox Hill, elevator & doorman",Manhattan,Upper East Side,Entire home/apt,400,192,0.07,1,0.4124010764715927
960792992041170300,Moda House by Rove Travel | 3BR Mid-Century Loft,Manhattan,East Village,Entire home/apt,747,0,0.1,1,0.41184641717416687
868569804607766700,"Blueground | FiDi, gym & lounge, nr Wall Street",Manhattan,Financial District,Entire home/apt,300,186,0.04,1,0.41162041671979294
32926087,"Blueground | Hell's Kitchen, pool, nr subway",Manhattan,Hell's Kitchen,Entire home/apt,431,247,0.02,1,0.4108195613967413
933904777683447400,NYC palace,Manhattan,Upper West Side,Private room,180,365,0.04,1,0.4106152328163696
933765874985398900,"Blueground | E Village, elevator, nr Union Square",Manhattan,East Village,Entire home/apt,482,235,0.07,1,0.41039844009863896
1035940332981870600,"Blueground | FiDi, gym & doorman, nr wall street",Manhattan,Financial District,Entire home/apt,265,325,0.07,1,0.41031876297298564
1471315664923123200,US Open - Amazing Unit 6mins To Manhattan,Queens,Astoria,Entire home/apt,154,337,0.86,1,0.40967893951865664
1046506049396401900,Comfortable Bedroom,Brooklyn,Kensington,Private room,64,269,0.05,1,0.40862339934148334
1196974278615670300,"Blueground | Midtown, gym, elev, nr Grand Central",Manhattan,Midtown,Entire home/apt,469,297,0.81,1,0.4085877279215586
871418642369055700,Walking Distance to Columbia University Hospital,Manhattan,Washington Heights,Private room,50,55,0.08,1,0.4083160612442628
831408392595434800,"A&D Cottage, home away from home",Queens,Jamaica,Entire home/apt,180,365,0.04,1,0.408273362958905
863615264380782200,Quadplex 9 Bdr | Bed-Stuy | Extended Stay,Brooklyn,Bedford-Stuyvesant,Entire home/apt,525,273,0.07,1,0.40774190414964767
979806126336543900,Renovated Dining 5min to 74st Express subway,Queens,Jackson Heights,Private room,44,31,0.07,1,0.4074516724583883
731784525862689200,Large Bright Private Bedroom Caribbean City,Brooklyn,East Flatbush,Private room,49,150,0.07,1,0.4074230513852142
48449621,Bronx comfortable stay,Bronx,Port Morris,Entire home/apt,137,364,0.02,1,0.4072840773585053
1007516902054062e3,Modern 6 Bedroom 3 full bath steps from train,Brooklyn,Crown Heights,Entire home/apt,470,346,1,1,0.4069654094070534
9879796,Modern 2 Bedroom by Memorial Sloan Kettering!,Manhattan,Upper East Side,Entire home/apt,740,341,0.01,1,0.4065479583366539
1318504528934875e3,"Private Room Manhattan, NY (2F)",Manhattan,East Harlem,Private room,67,364,0.27,1,0.4049894089689075
814152362544321300,Hudson Terrace by Rove Travel | Chic Tribeca TH,Manhattan,Tribeca,Entire home/apt,1221,365,0.04,1,0.40480693373303234
831804006273315200,Sweet Little Home,Bronx,Allerton,Entire home/apt,81,364,0.55,1,0.40404379004650054
52998670,Gallery club | maid & laundry included,Manhattan,Upper East Side,Entire home/apt,999,264,0.35,1,0.40361723550044926
1057270663669889200,"4KTV Room, laundry, closet, private backyard #641",Brooklyn,Bushwick,Private room,41,302,0.05,1,0.4035192108716347
1050470245746400500,"Blueground | Lenox Hill, w/d, nr museums & art",Manhattan,Upper East Side,Entire home/apt,439,301,0.19,1,0.4032732931325321
649185211357475700,Huge Manhattan apartment next to the Central park.,Manhattan,Harlem,Entire home/apt,300,365,0.03,1,0.4031348212632391
700777447801988200,Luxury Two Bed With Private Balcony on the UES,Manhattan,Upper East Side,Entire home/apt,492,357,0.1,1,0.4027880498639029
26186295,Cozy  room **10 Mins away from JFK Airport **,Queens,Rosedale,Private room,76,365,0.01,1,0.4026861725145134
638186208000099500,"Blueground | W. Village, w/d, nr 8th ave subway",Manhattan,West Village,Entire home/apt,498,275,0.03,1,0.40258595656236945
8.5445320180176794e+17,Rialto IV by RoveTravel|Modern Loft 3BR w/ Terrace,Manhattan,Greenwich Village,Entire home/apt,1082,197,0.03,1,0.40213760509531693
691811914823074700,5min from Columbia University Irving Medical Cente,Manhattan,Washington Heights,Private room,46,31,0.88,1,0.4019812926759318
45396954,"Blueground | UES, gym, balcony, stunning roof",Manhattan,Upper East Side,Entire home/apt,387,63,0.02,1,0.40176921589255393
1011481145576039400,"Blueground | Midtown E, w/d, nr park ave",Manhattan,Midtown,Entire home/apt,285,61,0.41,1,0.4016950561481684
975386769408865e3,Newly Renovated 2 BDR Apt~Doorman~Work & Study,Manhattan,Midtown,Entire home/apt,320,150,0.16,1,0.4013167118162065
1414668713987279600,Brightstone by Rove Travel | 4BR Modern Loft,Manhattan,Tribeca,Entire home/apt,1325,126,0.41,1,0.4011648044863415
53915505,"Exposed Brick HUGE Room, 24 min to Manhattan #283",Brooklyn,Bushwick,Private room,49,365,0.28,1,0.40080990118383236
30392874,"Blueground | Midtown, nr Times Sq, rooftop, gym",Manhattan,Theater District,Entire home/apt,277,261,0.04,1,0.4004935478726624
592529354391161500,"Blueground | Midtown, laundry, nr Grand Central",Manhattan,Midtown,Entire home/apt,519,0,0.03,1,0.4000887344112256
720634340601945300,Cottage Guesthouse Studio Loft Close to Manhattan,Staten Island,Shore Acres,Entire home/apt,134,270,0.04,1,0.3997631808340316
821019243721350900,240-14  NEW Studio Prime Location W&D in unit,Manhattan,Upper East Side,Entire home/apt,236,274,0.19,1,0.3995392050042686
802646882034233300,"Blueground | Clinton Hill, gym, pool & w/d",Brooklyn,Clinton Hill,Entire home/apt,328,341,0.03,1,0.39907549844292933
31435773,"Blueground | UES, balcony & gym, nr subway",Manhattan,Upper East Side,Entire home/apt,247,335,0.02,1,0.39856625538968243
1156584272379624700,Spacious Private Room Near Subway in Brooklyn,Brooklyn,Bushwick,Private room,56,365,0.06,1,0.39811131206539974
878854857984940900,"3BR Penthouse with Rooftop Oasis, Sauna + Peloton",Brooklyn,Carroll Gardens,Entire home/apt,819,63,0.04,1,0.39800542387880744
1314549753852039200,Charming & Cozy Apt on UES,Manhattan,Upper East Side,Entire home/apt,145,365,0.73,1,0.3979025606939
39878031,"Blueground | UES, gym, roof, nr hospital",Manhattan,Upper East Side,Entire home/apt,336,235,0.02,1,0.3976852780209908
824327659189660900,Near Time Square! Cozy 2BR in NYC!,Manhattan,Hell's Kitchen,Entire home/apt,139,316,0.33,1,0.39768331162703435
731820184781162900,Beautiful townhouse with a private garden,Brooklyn,Cobble Hill,Entire home/apt,980,365,0.07,1,0.39750337746840136
643309952273241e3,"Blueground | LIC, w/d, doorman, nr East River",Queens,Long Island City,Entire home/apt,439,171,0.02,1,0.3974240621441566
821020138220358300,323-1 Spacious 2BR Williamsburg,Brooklyn,Williamsburg,Entire home/apt,233,171,0.09,1,0.39740802083070736
1379124548782687700,Sonder The Merchant | King Room w/ Juliet Balcony,Manhattan,Lower East Side,Private room,370,278,0.26,1,0.39727097153426394
37138983,"Blueground | UWS, doorman, nr central park",Manhattan,Upper West Side,Entire home/apt,426,224,0.02,1,0.39696502657857885
871715183170311800,Amazing Private Room,Queens,Ridgewood,Private room,52,364,0.04,1,0.39672936797239294
1193947075663108600,"Furnished room (80 sqft), Central AC,  closet #734",Brooklyn,Crown Heights,Private room,36,269,0.07,1,0.39664913518976097
1334950027382895400,"2 Lux rooms, AC, p/bath, king bed, parking, b/fast",Bronx,Wakefield,Private room,181,322,0.2,1,0.3966413247073291
1325476876947943400,138 Bowery Studio,Manhattan,Little Italy,Entire home/apt,165,343,0.11,1,0.3964208761266948
100362305734758e4,Gotham House I by RoveTravel |4BR Triplex w/Garden,Manhattan,Hell's Kitchen,Entire home/apt,655,279,0.04,1,0.39618741995888174
756606060975862800,Affordable room close to the bronx zoo.,Bronx,Wakefield,Private room,114,365,0.03,1,0.3960704004399017
572620870722180860,Space,Brooklyn,East Flatbush,Entire home/apt,500,365,0.03,1,0.39556373769397074
43042861,"3min to Grand Ave subway, newly built in 2015",Queens,Elmhurst,Private room,55,33,0.03,1,0.39551889160840875
762416913912153200,Sunset Park BNB best neighborhood Master Bed.,Brooklyn,Borough Park,Private room,251,90,0.08,1,0.3954355379992674
742732381800551600,Lovely 1-bedroom in the heart of Bedstuy Brooklyn,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,87,0.04,1,0.3945310052389818
30421561,"Blueground | UES, doorman, nr central park",Manhattan,Upper East Side,Entire home/apt,321,225,0.01,1,0.39423180112218426
994794484302782800,"Blueground | Midtown W, gym & w/d, nr Hudson river",Manhattan,Hell's Kitchen,Entire home/apt,436,360,0.05,1,0.3941148575669894
5.9777541768477594e+17,Gorgeous 4 BR/2.5bath in the heart of the UWS,Manhattan,Upper West Side,Entire home/apt,1200,365,0.04,1,0.39398672099768667
821692456646624800,Stylish Murray Hill 2BR w/ Liv & Din Area,Manhattan,Murray Hill,Entire home/apt,185,246,0.04,1,0.39355621323979684
670381152919644800,"Lovely Event Space in Astoria, Queens.",Queens,Astoria,Entire home/apt,620,90,0.03,1,0.3935269157327033
1013814472023496700,73-208 New 2BR/2BATH UWS Doorman Gym,Manhattan,Upper West Side,Entire home/apt,339,279,0.25,1,0.39352432005111726
1268782012785428700,A convenient room in BK#4,Brooklyn,Bedford-Stuyvesant,Private room,77,155,0.08,1,0.39337777083566594
47052885,Pet-Friendly Upper East Side One Bedroom Apartment,Manhattan,Upper East Side,Entire home/apt,260,329,1,1,0.39337573311728885
5.6484443522591603e+17,"Blueground | Cobble Hill, w/d, nr groceries",Brooklyn,Cobble Hill,Entire home/apt,253,28,0.03,1,0.39327327592343897
1405615345725382100,"Blueground | Hell's Kitchen, w/d, nr Times Sq",Manhattan,Hell's Kitchen,Entire home/apt,423,294,1,1,0.3932447101450529
30387425,"Blueground | Central Chelsea, garden",Manhattan,Chelsea,Entire home/apt,320,247,0.01,1,0.39321773196301957
1289091754673176300,Blueground | Lower East Side 2bd apartment,Manhattan,Lower East Side,Entire home/apt,375,0,0.23,1,0.3932122583688808
928901300696495600,Charles Court by Rove Travel Grand 2BR Duplex,Manhattan,West Village,Entire home/apt,937,176,0.1,1,0.39304681039922484
30031616,"Blueground | UES, doorman, 15 min to central park",Manhattan,Upper East Side,Entire home/apt,229,119,0.03,1,0.39284865696790344
714528356937191200,West 57Th Street By Hilton - 1 Bedroom,Manhattan,Midtown,Private room,666,87,0.2,1,0.39265770475356354
746116888957090200,"Blueground | Kips Bay, doorman, nr Empire State",Manhattan,Kips Bay,Entire home/apt,287,33,0.06,1,0.3922884209645891
37486474,"Blueground | UWS, gym, by Lincoln Sq",Manhattan,Upper West Side,Entire home/apt,323,227,0.02,1,0.39210531889966915
50500205,Authentic Upper East Side Two Bedroom Apartment,Manhattan,Upper East Side,Entire home/apt,310,352,0.08,1,0.39202371333075864
985419547082037200,1290-7 New Renovated 2 Bedrooms in UES,Manhattan,Upper East Side,Entire home/apt,324,327,0.1,1,0.39195358961501847
46186886,"Blueground | UWS, gym, doorman, nr riverside park",Manhattan,Upper West Side,Entire home/apt,358,286,0.02,1,0.3918499949424976
53890468,Lovely 1 bedroom unit in a private house.,Bronx,Olinville,Entire home/apt,161,365,0.02,1,0.3917337538454677
670113209169345300,Lindo apartamento de renta en el Bronx,Bronx,Mount Hope,Entire home/apt,178,270,0.03,1,0.391588657462503
781689525335094300,"Blueground | E Village, w/d, gym, nr cafes",Manhattan,East Village,Entire home/apt,376,125,0.07,1,0.39155167493594856
793305971249109e3,"Blueground | Murray Hill, w/d, nr UN",Manhattan,Murray Hill,Entire home/apt,313,365,0.06,1,0.39125130587624607
1331330864008414700,"Luxury Garden Duplex – Home Feel, Modern Vibe!",Manhattan,Kips Bay,Entire home/apt,925,365,1,1,0.39078972910119186
40825740,House of Oyo - A Historic Brownstone Mansion,Brooklyn,Crown Heights,Entire home/apt,567,235,0.03,1,0.3900282244440917
786704154938363100,NoMad Loft studio 11 ft ceilings,Manhattan,Midtown,Entire home/apt,200,365,0.03,1,0.38967937305561606
1125402679115844900,"Modern Luxury Townhouse in  Park Slope, Brooklyn",Brooklyn,Park Slope,Entire home/apt,850,96,0.37,1,0.3896286457810291
954203854664822800,Flatiron Loft,Manhattan,Chelsea,Entire home/apt,1380,97,0.42,1,0.3889853017860288
1394139494436728600,"Blueground | Greenpoint, pool & w/d, nr park",Brooklyn,Greenpoint,Entire home/apt,356,249,0.17,1,0.38882399487121533
